날짜,승객유형,승차인원,환승유입인원
2023-07-14,청소년,372,267
2023-07-14,우대권,1426,758
2023-07-14,직원,122,13
2023-07-14,영어 일반,4,1
2023-07-14,중국어 일반,6,0
2023-07-14,중국어 어린이,2,0
2023-07-15,일반,8145,4510
2023-07-15,어린이,106,76
2023-07-15,중고생,2,1
2023-07-15,청소년,313,233
2023-07-15,우대권,1064,542
2023-07-15,직원,80,15
2023-07-15,영어 일반,6,8
2023-07-15,일어 일반,1,0
2023-07-15,중국어 일반,7,1
2023-07-15,영어 어린이,3,2
2023-07-15,중국어 어린이,2,1
2023-07-16,일반,6066,3431
2023-07-16,어린이,98,59
2023-07-16,중고생,2,1
2023-07-16,청소년,236,115
2023-07-16,우대권,892,501
2023-07-16,직원,101,11
2023-07-16,영어 일반,3,6
2023-07-16,중국어 일반,7,2
2023-07-16,영어 어린이,1,2
2023-07-16,중국어 어린이,1,1
2023-07-17,일반,11408,6349
2023-07-17,어린이,36,23
2023-07-17,청소년,216,112
2023-07-17,우대권,1520,768
2023-07-17,직원,151,20
2023-07-17,영어 일반,2,2
2023-07-17,중국어 일반,11,15
2023-07-17,영어 어린이,1,1
2023-07-17,중국어 어린이,5,11
2023-07-18,일반,11827,6675
2023-07-18,어린이,57,38
2023-07-18,중고생,2,1
2023-07-18,청소년,268,129
2023-07-18,우대권,1458,790
2023-07-18,직원,131,16
2023-07-18,중국어 일반,6,4
2023-07-18,영어 어린이,0,1
2023-07-18,중국어 어린이,3,3
2023-07-19,일반,12367,6741
2023-07-19,어린이,64,37
2023-07-19,중고생,1,1
2023-07-19,청소년,415,257
2023-07-19,우대권,1600,780
2023-07-19,직원,145,27
2023-07-19,중국어 일반,8,8
2023-07-19,영어 어린이,1,0
2023-07-19,중국어 어린이,2,3
2023-07-20,일반,12409,6834
2023-07-20,어린이,45,27
2023-07-20,중고생,1,0
2023-07-20,청소년,269,163
2023-07-20,우대권,1666,864
2023-07-20,직원,118,17
2023-07-20,영어 일반,6,4
2023-07-20,중국어 일반,2,0
2023-07-20,영어 어린이,5,3
2023-07-21,일반,12574,6853
2023-07-21,어린이,71,46
2023-07-21,중고생,1,1
2023-07-21,청소년,363,229
2023-07-21,우대권,1525,801
2023-07-21,직원,135,19
2023-07-21,영어 일반,2,0
2023-07-21,중국어 일반,10,5
2023-07-21,중국어 어린이,6,1
2023-07-22,일반,7980,4439
2023-07-22,어린이,149,92
2023-07-22,중고생,1,3
2023-07-22,청소년,337,193
2023-07-22,우대권,1140,614
2023-07-22,직원,82,7
2023-07-22,영어 일반,8,6
2023-07-22,일어 일반,1,0
2023-07-22,중국어 일반,1,2
2023-07-22,영어 어린이,4,2
2023-07-22,중국어 어린이,0,2
2023-07-23,일반,5524,3283
2023-07-23,어린이,53,30
2023-07-23,청소년,178,79
2023-07-23,우대권,761,392
2023-07-23,직원,66,17
2023-07-23,영어 일반,2,0
2023-07-23,중국어 일반,4,1
2023-07-23,영어 어린이,2,0
2023-07-24,일반,11340,6276
2023-07-24,어린이,49,40
2023-07-24,중고생,1,0
2023-07-24,청소년,196,126
2023-07-24,우대권,1489,796
2023-07-24,직원,124,18
2023-07-24,영어 일반,7,7
2023-07-24,일어 일반,1,0
2023-07-24,중국어 일반,4,0
2023-07-24,영어 어린이,3,2
2023-07-24,중국어 어린이,4,4
2023-07-25,일반,12040,6610
2023-07-25,어린이,81,57
2023-07-25,중고생,0,0
2023-07-25,청소년,553,358
2023-07-25,우대권,1520,807
2023-07-25,직원,140,20
2023-07-25,영어 일반,0,2
2023-07-25,일어 일반,2,0
2023-07-25,중국어 일반,1,0
2023-07-25,영어 어린이,1,0
2023-07-25,중국어 어린이,5,4
2023-07-26,일반,11726,6490
2023-07-26,어린이,109,64
2023-07-26,중고생,1,0
2023-07-26,청소년,276,163
2023-07-26,우대권,1507,778
2023-07-26,직원,135,18
2023-07-26,영어 일반,4,2
2023-07-26,중국어 일반,4,1
2023-07-26,중국어 어린이,1,0
2023-07-27,일반,12011,6658
2023-07-27,어린이,120,75
2023-07-27,청소년,278,167
2023-07-27,우대권,1499,797
2023-07-27,직원,168,26
2023-07-27,영어 일반,5,1
2023-07-27,중국어 일반,8,7
2023-07-27,영어 어린이,1,2
2023-07-27,중국어 어린이,1,2
2023-07-28,일반,12198,6828
2023-07-28,어린이,103,69
2023-07-28,중고생,0,1
2023-07-28,청소년,281,172
2023-07-28,우대권,1426,746
2023-07-28,직원,126,16
2023-07-28,영어 일반,7,6
2023-07-28,일어 일반,1,0
2023-07-28,중국어 일반,3,4
2023-07-28,영어 어린이,2,1
2023-07-28,중국어 어린이,2,4
2023-07-29,일반,7692,4080
2023-07-29,어린이,156,102
2023-07-29,중고생,1,0
2023-07-29,청소년,249,131
2023-07-29,우대권,1015,529
2023-07-29,직원,94,10
2023-07-29,영어 일반,6,0
2023-07-29,일어 일반,3,0
2023-07-29,중국어 일반,4,1
2023-07-29,중국어 어린이,5,4
2023-07-30,일반,5830,3413
2023-07-30,어린이,95,47
2023-07-30,청소년,188,109
2023-07-30,우대권,857,466
2023-07-30,직원,77,12
2023-07-30,영어 일반,3,2
2023-07-30,중국어 일반,2,2
2023-07-30,중국어 어린이,2,2
2023-07-31,일반,10916,6068
2023-07-31,어린이,68,47
2023-07-31,중고생,1,0
2023-07-31,청소년,250,130
2023-07-31,우대권,1285,632
2023-07-31,직원,129,22
2023-07-31,영어 일반,4,1
2023-07-31,중국어 일반,4,5
2023-07-31,영어 어린이,1,0
2023-07-31,중국어 어린이,1,1
2023-08-01,일반,11460,6279
2023-08-01,어린이,143,75
2023-08-01,중고생,2,2
2023-08-01,청소년,312,180
2023-08-01,우대권,1318,664
2023-08-01,직원,108,15
2023-08-01,영어 일반,1,1
2023-08-01,중국어 일반,4,0
2023-08-01,영어 어린이,0,5
2023-08-01,중국어 어린이,1,0
2023-08-02,일반,11254,6358
2023-08-02,어린이,79,62
2023-08-02,중고생,1,0
2023-08-02,청소년,288,174
2023-08-02,우대권,1317,684
2023-08-02,직원,126,11
2023-08-02,영어 일반,5,3
2023-08-02,일어 일반,4,0
2023-08-02,중국어 일반,7,2
2023-08-02,영어 어린이,3,4
2023-08-02,일어 어린이,3,0
2023-08-02,중국어 어린이,1,0
2023-08-03,일반,11425,6293
2023-08-03,어린이,100,62
2023-08-03,중고생,1,2
2023-08-03,청소년,238,137
2023-08-03,우대권,1354,708
2023-08-03,직원,107,10
2023-08-03,영어 일반,3,3
2023-08-03,중국어 일반,10,5
2023-08-03,영어 어린이,8,8
2023-08-03,중국어 어린이,3,1
2023-08-04,일반,11364,6241
2023-08-04,어린이,102,66
2023-08-04,중고생,0,0
2023-08-04,청소년,266,155
2023-08-04,우대권,1312,660
2023-08-04,직원,103,23
2023-08-04,영어 일반,1,2
2023-08-04,중국어 일반,2,1
2023-08-05,일반,7438,4235
2023-08-05,어린이,121,58
2023-08-05,중고생,1,1
2023-08-05,청소년,233,121
2023-08-05,우대권,957,451
2023-08-05,직원,69,15
2023-08-05,중국어 일반,1,0
2023-08-06,일반,5458,3213
2023-08-06,어린이,74,42
2023-08-06,청소년,206,104
2023-08-06,우대권,850,442
2023-08-06,직원,87,11
2023-08-06,영어 일반,5,2
2023-08-06,일어 일반,5,0
2023-08-06,중국어 일반,6,5
2023-08-06,영어 어린이,4,0
2023-08-06,중국어 어린이,3,3
2023-08-07,일반,10814,5998
2023-08-07,어린이,46,25
2023-08-07,중고생,0,0
2023-08-07,청소년,222,120
2023-08-07,우대권,1312,721
2023-08-07,직원,112,11
2023-08-07,영어 일반,4,4
2023-08-07,중국어 일반,1,5
2023-08-07,영어 어린이,1,0
2023-08-07,중국어 어린이,0,3
2023-08-08,일반,11356,6251
2023-08-08,어린이,88,57
2023-08-08,청소년,226,162
2023-08-08,우대권,1448,733
2023-08-08,직원,136,16
2023-08-08,영어 일반,6,2
2023-08-08,중국어 일반,8,10
2023-08-08,영어 어린이,5,0
2023-08-08,중국어 어린이,2,5
2023-08-09,일반,11394,6287
2023-08-09,어린이,84,55
2023-08-09,중고생,1,0
2023-08-09,청소년,256,146
2023-08-09,우대권,1490,778
2023-08-09,직원,172,19
2023-08-09,영어 일반,9,0
2023-08-09,중국어 일반,9,18
2023-08-09,일어 어린이,0,0
2023-08-09,중국어 어린이,0,2
2023-08-10,일반,9494,5269
2023-08-10,어린이,35,13
2023-08-10,중고생,1,1
2023-08-10,청소년,173,90
2023-08-10,우대권,1100,598
2023-08-10,직원,109,19
2023-08-10,영어 일반,0,2
2023-08-10,중국어 일반,13,12
2023-08-10,영어 어린이,1,1
2023-08-11,일반,11304,6028
2023-08-11,어린이,51,30
2023-08-11,중고생,1,0
2023-08-11,청소년,295,160
2023-08-11,우대권,1273,692
2023-08-11,직원,141,17
2023-08-11,일어 일반,0,0
2023-08-11,중국어 일반,3,5
2023-08-11,일어 어린이,0,0
2023-08-11,중국어 어린이,3,3
2023-08-12,일반,8226,4595
2023-08-12,어린이,131,79
2023-08-12,중고생,1,1
2023-08-12,청소년,635,373
2023-08-12,우대권,1098,581
2023-08-12,직원,85,13
2023-08-12,영어 일반,3,3
2023-08-12,일어 일반,0,1
2023-08-12,중국어 일반,10,5
2023-08-12,영어 어린이,0,2
2023-08-12,일어 어린이,0,1
2023-08-12,중국어 어린이,3,4
2023-08-13,일반,6126,3546
2023-08-13,어린이,181,111
2023-08-13,중고생,1,1
2023-08-13,청소년,279,143
2023-08-13,우대권,966,562
2023-08-13,직원,82,12
2023-08-13,일어 일반,0,2
2023-08-13,중국어 일반,8,7
2023-08-13,일어 어린이,0,2
2023-08-13,중국어 어린이,3,6
2023-08-14,일반,9997,5494
2023-08-14,어린이,67,51
2023-08-14,중고생,1,1
2023-08-14,청소년,235,140
2023-08-14,우대권,1407,732
2023-08-14,직원,113,21
2023-08-14,영어 일반,10,6
2023-08-14,일어 일반,2,0
2023-08-14,중국어 일반,4,1
2023-08-14,영어 어린이,3,2
2023-08-14,중국어 어린이,2,0
2023-08-15,일반,6296,3484
2023-08-15,어린이,137,96
2023-08-15,청소년,240,136
2023-08-15,우대권,926,462
2023-08-15,직원,76,6
2023-08-15,영어 일반,8,1
2023-08-15,중국어 일반,0,2
2023-08-15,영어 어린이,1,0
2023-08-15,중국어 어린이,1,2
2023-08-16,일반,11366,6181
2023-08-16,어린이,109,57
2023-08-16,청소년,215,113
2023-08-16,우대권,1573,827
2023-08-16,직원,123,24
2023-08-16,영어 일반,10,12
2023-08-16,중국어 일반,2,0
2023-08-16,영어 어린이,2,3
2023-08-16,중국어 어린이,1,0
2023-08-17,일반,11697,6615
2023-08-17,어린이,103,80
2023-08-17,중고생,1,0
2023-08-17,청소년,194,118
2023-08-17,우대권,1488,800
2023-08-17,직원,140,16
2023-08-17,영어 일반,6,1
2023-08-17,중국어 일반,5,2
2023-08-17,영어 어린이,3,2
2023-08-17,중국어 어린이,2,2
2023-08-18,일반,13426,7667
2023-08-18,어린이,110,55
2023-08-18,청소년,301,145
2023-08-18,우대권,1544,863
2023-08-18,직원,114,23
2023-08-18,영어 일반,5,2
2023-08-18,일어 일반,0,1
2023-08-18,중국어 일반,2,2
2023-08-18,일어 어린이,0,1
2023-08-19,일반,8005,4456
2023-08-19,어린이,186,105
2023-08-19,중고생,2,0
2023-08-19,청소년,297,185
2023-08-19,우대권,1108,564
2023-08-19,직원,76,17
2023-08-19,영어 일반,0,2
2023-08-19,중국어 일반,3,0
2023-08-19,중국어 어린이,2,3
2023-08-20,일반,6242,3532
2023-08-20,어린이,118,77
2023-08-20,중고생,2,0
2023-08-20,청소년,238,127
2023-08-20,우대권,988,486
2023-08-20,직원,89,22
2023-08-20,영어 일반,2,0
2023-08-20,일어 일반,1,1
2023-08-20,중국어 일반,5,1
2023-08-20,영어 어린이,2,1
2023-08-20,중국어 어린이,1,1
2023-08-21,일반,10981,5994
2023-08-21,어린이,39,19
2023-08-21,청소년,165,90
2023-08-21,우대권,1545,814
2023-08-21,직원,123,23
2023-08-21,중국어 일반,4,6
2023-08-21,중국어 어린이,2,0
2023-08-22,일반,11467,6637
2023-08-22,어린이,56,41
2023-08-22,중고생,1,2
2023-08-22,청소년,221,140
2023-08-22,우대권,1500,811
2023-08-22,직원,157,18
2023-08-22,영어 일반,9,1
2023-08-22,중국어 일반,9,3
2023-08-22,영어 어린이,1,0
2023-08-22,중국어 어린이,5,2
2023-08-23,일반,11064,6241
2023-08-23,어린이,35,17
2023-08-23,중고생,1,0
2023-08-23,청소년,186,111
2023-08-23,우대권,1368,728
2023-08-23,직원,142,20
2023-08-23,영어 일반,3,4
2023-08-23,중국어 일반,1,1
2023-08-23,영어 어린이,0,0
2023-08-24,일반,11779,6409
2023-08-24,어린이,58,18
2023-08-24,중고생,2,0
2023-08-24,청소년,225,120
2023-08-24,우대권,1575,828
2023-08-24,직원,124,28
2023-08-24,영어 일반,4,5
2023-08-24,중국어 일반,7,2
2023-08-25,일반,12183,6711
2023-08-25,어린이,61,36
2023-08-25,청소년,239,148
2023-08-25,우대권,1556,822
2023-08-25,직원,138,22
2023-08-25,영어 일반,3,1
2023-08-25,중국어 일반,6,6
2023-08-25,영어 어린이,1,0
2023-08-25,중국어 어린이,4,2
2023-08-26,일반,10096,5773
2023-08-26,어린이,241,180
2023-08-26,중고생,1,1
2023-08-26,청소년,350,237
2023-08-26,우대권,1595,875
2023-08-26,직원,80,24
2023-08-26,영어 일반,8,7
2023-08-26,중국어 일반,22,19
2023-08-26,영어 어린이,1,0
2023-08-26,중국어 어린이,12,9
2023-08-27,일반,6711,3930
2023-08-27,어린이,177,99
2023-08-27,중고생,3,1
2023-08-27,청소년,207,117
2023-08-27,우대권,1027,565
2023-08-27,직원,94,12
2023-08-27,영어 일반,2,3
2023-08-27,중국어 일반,7,6
2023-08-27,영어 어린이,1,0
2023-08-28,일반,12676,7408
2023-08-28,어린이,18,10
2023-08-28,중고생,1,1
2023-08-28,청소년,251,142
2023-08-28,우대권,1526,818
2023-08-28,직원,99,25
2023-08-28,영어 일반,3,1
2023-08-28,일어 일반,5,2
2023-08-28,중국어 일반,5,2
2023-08-28,영어 어린이,2,0
2023-08-28,일어 어린이,2,1
2023-08-28,중국어 어린이,0,0
2023-08-29,일반,12857,7627
2023-08-29,어린이,29,12
2023-08-29,중고생,1,1
2023-08-29,청소년,221,169
2023-08-29,우대권,1402,738
2023-08-29,직원,123,24
2023-08-29,영어 일반,3,3
2023-08-29,중국어 일반,8,0
2023-08-30,일반,13326,7902
2023-08-30,어린이,31,16
2023-08-30,중고생,1,3
2023-08-30,청소년,417,245
2023-08-30,우대권,1570,875
2023-08-30,직원,121,28
2023-08-30,영어 일반,2,2
2023-08-30,일어 일반,2,0
2023-08-30,중국어 일반,10,2
2023-08-30,중국어 어린이,2,1
2023-08-31,일반,13335,7758
2023-08-31,어린이,28,20
2023-08-31,중고생,3,3
2023-08-31,청소년,251,159
2023-08-31,우대권,1657,849
2023-08-31,직원,116,31
2023-08-31,영어 일반,3,1
2023-08-31,중국어 일반,9,10
2023-08-31,중국어 어린이,1,1
2023-09-01,일반,16277,9595
2023-09-01,어린이,45,31
2023-09-01,중고생,4,4
2023-09-01,청소년,543,367
2023-09-01,경로,1378,763
2023-09-01,장애인,317,150
2023-09-01,국가유공자,18,6
2023-09-01,직원,136,27
2023-09-01,외국인 경로,3,2
2023-09-01,중국어 일반,0,1
2023-09-01,영어 일반,4,1
2023-09-01,중국어 일반,9,1
2023-09-01,영어 어린이,1,0
2023-09-01,중국어 어린이,1,0
2023-09-02,일반,12118,7454
2023-09-02,어린이,301,171
2023-09-02,청소년,314,207
2023-09-02,경로,1080,557
2023-09-02,장애인,246,124
2023-09-02,국가유공자,12,8
2023-09-02,직원,78,18
2023-09-02,외국인 경로,6,1
2023-09-02,중국어 일반,3,5
2023-09-02,영어 일반,7,1
2023-09-02,일어 일반,1,1
2023-09-02,중국어 일반,6,3
2023-09-02,영어 어린이,0,1
2023-09-03,일반,7203,4437
2023-09-03,어린이,151,94
2023-09-03,중고생,0,1
2023-09-03,청소년,263,156
2023-09-03,경로,862,426
2023-09-03,장애인,177,91
2023-09-03,국가유공자,11,6
2023-09-03,직원,89,15
2023-09-03,외국인 경로,5,1
2023-09-03,중국어 일반,3,3
2023-09-03,영어 일반,5,4
2023-09-03,중국어 일반,12,4
2023-09-03,영어 어린이,1,1
2023-09-03,중국어 어린이,1,1
2023-09-04,일반,16874,10710
2023-09-04,어린이,98,31
2023-09-04,중고생,2,4
2023-09-04,청소년,415,285
2023-09-04,경로,1335,695
2023-09-04,장애인,299,149
2023-09-04,국가유공자,14,9
2023-09-04,직원,135,20
2023-09-04,외국인 경로,3,2
2023-09-04,중국어 일반,1,1
2023-09-04,영어 일반,2,1
2023-09-04,중국어 일반,7,4
2023-09-04,영어 어린이,1,1
2023-09-05,일반,17933,11095
2023-09-05,어린이,33,18
2023-09-05,중고생,2,6
2023-09-05,청소년,422,291
2023-09-05,경로,1285,669
2023-09-05,장애인,312,165
2023-09-05,국가유공자,19,8
2023-09-05,직원,144,32
2023-09-05,외국인 경로,3,1
2023-09-05,중국어 일반,1,2
2023-09-05,영어 일반,3,6
2023-09-05,일어 일반,0,1
2023-09-05,중국어 일반,6,3
2023-09-05,영어 어린이,1,2
2023-09-06,일반,17726,11262
2023-09-06,어린이,27,18
2023-09-06,중고생,4,5
2023-09-06,청소년,535,292
2023-09-06,경로,1370,733
2023-09-06,장애인,329,173
2023-09-06,국가유공자,18,8
2023-09-06,직원,123,17
2023-09-06,외국인 경로,1,1
2023-09-06,중국어 일반,1,2
2023-09-06,영어 일반,7,7
2023-09-06,일어 일반,1,2
2023-09-06,중국어 일반,4,2
2023-09-06,영어 어린이,3,3
2023-09-07,일반,18090,11071
2023-09-07,어린이,31,23
2023-09-07,중고생,4,4
2023-09-07,청소년,414,308
2023-09-07,경로,1415,771
2023-09-07,장애인,325,186
2023-09-07,국가유공자,18,7
2023-09-07,직원,144,20
2023-09-07,외국인 경로,2,3
2023-09-07,중국어 일반,1,10
2023-09-07,영어 일반,4,1
2023-09-07,중국어 일반,5,1
2023-09-07,중국어 어린이,1,0
2023-09-08,일반,16715,9757
2023-09-08,어린이,54,27
2023-09-08,중고생,6,3
2023-09-08,청소년,409,266
2023-09-08,경로,1376,772
2023-09-08,장애인,319,162
2023-09-08,국가유공자,18,10
2023-09-08,직원,129,21
2023-09-08,외국인 경로,2,1
2023-09-08,중국어 일반,2,3
2023-09-08,영어 일반,5,5
2023-09-08,중국어 일반,4,0
2023-09-09,일반,10912,6113
2023-09-09,어린이,269,161
2023-09-09,중고생,1,0
2023-09-09,청소년,360,194
2023-09-09,경로,1081,572
2023-09-09,장애인,226,124
2023-09-09,국가유공자,15,6
2023-09-09,직원,76,15
2023-09-09,외국인 경로,3,2
2023-09-09,중국어 일반,3,6
2023-09-09,영어 일반,6,2
2023-09-09,일어 일반,2,0
2023-09-09,중국어 일반,3,1
2023-09-09,영어 어린이,2,1
2023-09-09,일어 어린이,1,0
2023-09-09,중국어 어린이,2,2
2023-09-10,일반,8136,4893
2023-09-10,어린이,196,101
2023-09-10,청소년,304,157
2023-09-10,경로,888,497
2023-09-10,장애인,147,79
2023-09-10,국가유공자,7,4
2023-09-10,직원,96,16
2023-09-10,외국인 경로,5,1
2023-09-10,중국어 일반,2,5
2023-09-10,영어 일반,6,7
2023-09-10,중국어 일반,3,1
2023-09-10,영어 어린이,0,1
2023-09-10,중국어 어린이,1,0
2023-09-11,일반,17078,10678
2023-09-11,어린이,31,24
2023-09-11,중고생,2,2
2023-09-11,청소년,376,267
2023-09-11,경로,1303,626
2023-09-11,장애인,302,160
2023-09-11,국가유공자,21,7
2023-09-11,직원,126,17
2023-09-11,외국인 경로,3,2
2023-09-11,중국어 일반,0,2
2023-09-11,영어 일반,2,1
2023-09-11,중국어 일반,4,0
2023-09-12,일반,17993,11197
2023-09-12,어린이,26,16
2023-09-12,중고생,5,5
2023-09-12,청소년,587,421
2023-09-12,경로,1303,711
2023-09-12,장애인,365,189
2023-09-12,국가유공자,17,10
2023-09-12,직원,137,22
2023-09-12,외국인 경로,2,2
2023-09-12,중국어 일반,0,1
2023-09-12,영어 일반,5,2
2023-09-12,중국어 일반,1,0
2023-09-13,일반,18144,11408
2023-09-13,어린이,44,16
2023-09-13,중고생,4,4
2023-09-13,청소년,603,439
2023-09-13,경로,1294,666
2023-09-13,장애인,321,177
2023-09-13,국가유공자,20,10
2023-09-13,직원,148,25
2023-09-13,외국인 경로,5,2
2023-09-13,중국어 일반,2,2
2023-09-13,영어 일반,7,3
2023-09-13,중국어 일반,5,0
2023-09-13,영어 어린이,1,2
2023-09-14,일반,17830,10993
2023-09-14,어린이,28,12
2023-09-14,중고생,5,4
2023-09-14,청소년,490,288
2023-09-14,경로,1404,737
2023-09-14,장애인,328,176
2023-09-14,국가유공자,20,9
2023-09-14,직원,132,15
2023-09-14,외국인 경로,4,4
2023-09-14,중국어 일반,1,0
2023-09-14,영어 일반,8,5
2023-09-14,중국어 일반,1,1
2023-09-15,일반,16247,9195
2023-09-15,어린이,48,21
2023-09-15,중고생,3,4
2023-09-15,청소년,572,332
2023-09-15,경로,1291,723
2023-09-15,장애인,262,135
2023-09-15,국가유공자,15,3
2023-09-15,직원,110,15
2023-09-15,외국인 경로,4,3
2023-09-15,중국어 일반,1,0
2023-09-15,영어 일반,5,2
2023-09-15,중국어 일반,7,1
2023-09-16,일반,9812,5575
2023-09-16,어린이,179,130
2023-09-16,청소년,211,140
2023-09-16,경로,1062,526
2023-09-16,장애인,270,123
2023-09-16,국가유공자,15,10
2023-09-16,직원,92,17
2023-09-16,외국인 경로,5,2
2023-09-16,중국어 일반,4,5
2023-09-16,영어 일반,7,3
2023-09-16,중국어 일반,2,1
2023-09-16,영어 어린이,3,1
2023-09-17,일반,6912,3958
2023-09-17,어린이,130,68
2023-09-17,중고생,2,1
2023-09-17,청소년,196,103
2023-09-17,경로,871,463
2023-09-17,장애인,169,108
2023-09-17,국가유공자,14,4
2023-09-17,직원,93,13
2023-09-17,외국인 경로,3,0
2023-09-17,중국어 일반,3,9
2023-09-17,영어 일반,3,0
2023-09-17,일어 일반,3,1
2023-09-17,중국어 일반,2,2
2023-09-17,영어 어린이,2,1
2023-09-18,일반,17166,10895
2023-09-18,어린이,26,16
2023-09-18,중고생,2,2
2023-09-18,청소년,383,270
2023-09-18,경로,1290,706
2023-09-18,장애인,321,177
2023-09-18,국가유공자,21,11
2023-09-18,직원,117,17
2023-09-18,외국인 경로,3,2
2023-09-18,중국어 일반,2,1
2023-09-18,영어 일반,4,2
2023-09-18,중국어 일반,4,1
2023-09-19,일반,17950,11075
2023-09-19,어린이,31,16
2023-09-19,중고생,2,3
2023-09-19,청소년,415,275
2023-09-19,경로,1301,646
2023-09-19,장애인,336,181
2023-09-19,국가유공자,19,7
2023-09-19,직원,133,26
2023-09-19,외국인 경로,6,4
2023-09-19,중국어 일반,0,1
2023-09-19,영어 일반,5,3
2023-09-19,중국어 일반,9,2
2023-09-20,일반,18123,11304
2023-09-20,어린이,22,16
2023-09-20,중고생,5,6
2023-09-20,청소년,470,354
2023-09-20,경로,1175,633
2023-09-20,장애인,287,145
2023-09-20,국가유공자,20,7
2023-09-20,직원,113,24
2023-09-20,외국인 경로,3,2
2023-09-20,중국어 일반,0,2
2023-09-20,영어 일반,2,0
2023-09-20,중국어 일반,12,2
2023-09-21,일반,18005,11337
2023-09-21,어린이,32,13
2023-09-21,중고생,4,5
2023-09-21,청소년,450,295
2023-09-21,경로,1363,726
2023-09-21,장애인,329,168
2023-09-21,국가유공자,21,10
2023-09-21,직원,131,22
2023-09-21,외국인 경로,4,3
2023-09-21,중국어 일반,1,2
2023-09-21,영어 일반,4,4
2023-09-21,일어 일반,1,0
2023-09-21,중국어 일반,9,1
2023-09-21,영어 어린이,1,1
2023-09-22,일반,17432,9830
2023-09-22,어린이,146,103
2023-09-22,중고생,3,3
2023-09-22,청소년,921,633
2023-09-22,경로,1423,767
2023-09-22,장애인,338,153
2023-09-22,국가유공자,18,10
2023-09-22,직원,136,15
2023-09-22,외국인 경로,6,3
2023-09-22,중국어 일반,0,0
2023-09-22,영어 일반,8,5
2023-09-22,중국어 일반,5,1
2023-09-23,일반,11599,6633
2023-09-23,어린이,377,237
