날짜,승객유형,승차인원,환승유입인원
2023-01-01,일반,4627,3003
2023-01-01,어린이,63,36
2023-01-01,중고생,1,1
2023-01-01,청소년,182,92
2023-01-01,우대권,678,323
2023-01-01,직원,95,10
2023-01-01,영어 일반,7,2
2023-01-01,중국어 일반,0,2
2023-01-01,영어 어린이,1,0
2023-01-02,일반,10684,6030
2023-01-02,어린이,37,26
2023-01-02,청소년,163,91
2023-01-02,우대권,1169,608
2023-01-02,직원,151,14
2023-01-02,영어 일반,7,3
2023-01-02,중국어 일반,4,3
2023-01-02,영어 어린이,2,2
2023-01-02,중국어 어린이,1,1
2023-01-03,일반,12427,6999
2023-01-03,어린이,52,32
2023-01-03,중고생,0,1
2023-01-03,청소년,159,92
2023-01-03,우대권,1333,716
2023-01-03,직원,133,18
2023-01-03,영어 일반,0,2
2023-01-03,일어 일반,1,0
2023-01-03,중국어 일반,1,0
2023-01-03,영어 어린이,0,1
2023-01-03,일어 어린이,1,0
2023-01-04,일반,11870,6638
2023-01-04,어린이,60,33
2023-01-04,청소년,160,107
2023-01-04,우대권,1351,737
2023-01-04,직원,129,17
2023-01-04,영어 일반,4,4
2023-01-04,영어 어린이,2,1
2023-01-05,일반,12074,6566
2023-01-05,어린이,53,45
2023-01-05,청소년,258,145
2023-01-05,우대권,1422,748
2023-01-05,직원,120,11
2023-01-05,영어 일반,9,0
2023-01-05,영어 어린이,3,0
2023-01-06,일반,12863,7099
2023-01-06,어린이,90,48
2023-01-06,청소년,219,114
2023-01-06,우대권,1402,799
2023-01-06,직원,147,19
2023-01-06,영어 일반,2,1
2023-01-06,중국어 일반,3,3
2023-01-07,일반,11752,6972
2023-01-07,어린이,116,68
2023-01-07,중고생,1,0
2023-01-07,청소년,368,191
2023-01-07,우대권,967,504
2023-01-07,직원,89,18
2023-01-07,중국어 일반,1,0
2023-01-07,영어 어린이,0,1
2023-01-08,일반,6697,4103
2023-01-08,어린이,97,48
2023-01-08,중고생,1,0
2023-01-08,청소년,280,169
2023-01-08,우대권,917,489
2023-01-08,직원,89,11
2023-01-08,영어 일반,2,0
2023-01-08,일어 일반,2,0
2023-01-08,중국어 일반,2,0
2023-01-09,일반,11477,6364
2023-01-09,어린이,67,61
2023-01-09,중고생,1,0
2023-01-09,청소년,378,260
2023-01-09,우대권,1426,734
2023-01-09,직원,129,8
2023-01-09,영어 일반,1,2
2023-01-09,중국어 일반,3,1
2023-01-09,영어 어린이,2,0
2023-01-10,일반,11932,6516
2023-01-10,어린이,95,63
2023-01-10,중고생,1,1
2023-01-10,청소년,255,148
2023-01-10,우대권,1472,788
2023-01-10,직원,140,14
2023-01-10,중국어 일반,2,0
2023-01-10,일어 어린이,0,1
2023-01-11,일반,11979,6530
2023-01-11,어린이,80,48
2023-01-11,중고생,0,0
2023-01-11,청소년,338,218
2023-01-11,우대권,1499,790
2023-01-11,직원,134,16
2023-01-11,영어 일반,1,1
2023-01-11,일어 일반,1,0
2023-01-11,중국어 일반,1,1
2023-01-12,일반,11929,6408
2023-01-12,어린이,115,74
2023-01-12,중고생,1,1
2023-01-12,청소년,318,185
2023-01-12,우대권,1533,817
2023-01-12,직원,128,19
2023-01-12,영어 일반,3,2
2023-01-12,중국어 일반,2,0
2023-01-13,일반,11536,6108
2023-01-13,어린이,48,21
2023-01-13,청소년,267,128
2023-01-13,우대권,1277,694
2023-01-13,직원,135,25
2023-01-13,중국어 일반,0,1
2023-01-14,일반,7472,4090
2023-01-14,어린이,96,64
2023-01-14,중고생,1,1
2023-01-14,청소년,247,121
2023-01-14,우대권,994,484
2023-01-14,직원,97,11
2023-01-14,영어 일반,4,1
2023-01-14,중국어 일반,0,0
2023-01-15,일반,5713,3234
2023-01-15,어린이,68,34
2023-01-15,중고생,0,1
2023-01-15,청소년,207,99
2023-01-15,우대권,760,425
2023-01-15,직원,95,14
2023-01-15,영어 일반,0,0
2023-01-16,일반,11272,5942
2023-01-16,어린이,48,28
2023-01-16,중고생,1,1
2023-01-16,청소년,351,220
2023-01-16,우대권,1421,754
2023-01-16,직원,144,21
2023-01-16,영어 일반,0,1
2023-01-16,중국어 일반,2,1
2023-01-17,일반,11681,6281
2023-01-17,어린이,60,33
2023-01-17,중고생,6,5
2023-01-17,청소년,336,199
2023-01-17,우대권,1607,848
2023-01-17,직원,132,12
2023-01-17,영어 일반,2,1
2023-01-18,일반,11810,6259
2023-01-18,어린이,99,80
2023-01-18,중고생,2,3
2023-01-18,청소년,396,264
2023-01-18,우대권,1516,817
2023-01-18,직원,156,20
2023-01-18,영어 일반,3,0
2023-01-18,중국어 일반,3,2
2023-01-18,영어 어린이,1,0
2023-01-19,일반,11873,6201
2023-01-19,어린이,78,38
2023-01-19,중고생,2,2
2023-01-19,청소년,333,190
2023-01-19,우대권,1429,738
2023-01-19,직원,161,17
2023-01-19,중국어 일반,1,0
2023-01-19,중국어 어린이,0,0
2023-01-20,일반,11198,5434
2023-01-20,어린이,67,38
2023-01-20,중고생,1,1
2023-01-20,청소년,236,114
2023-01-20,우대권,1205,604
2023-01-20,직원,146,17
2023-01-20,영어 일반,0,1
2023-01-20,중국어 일반,2,0
2023-01-20,중국어 어린이,1,1
2023-01-21,일반,4800,1862
2023-01-21,어린이,61,32
2023-01-21,중고생,0,0
2023-01-21,청소년,138,78
2023-01-21,우대권,544,241
2023-01-21,직원,75,11
2023-01-21,영어 일반,1,3
2023-01-21,일어 일반,0,0
2023-01-21,중국어 어린이,0,2
2023-01-22,일반,3412,2024
2023-01-22,어린이,78,44
2023-01-22,중고생,1,0
2023-01-22,청소년,136,86
2023-01-22,우대권,503,254
2023-01-22,직원,55,7
2023-01-22,영어 일반,1,1
2023-01-22,중국어 일반,6,4
2023-01-22,중국어 어린이,5,3
2023-01-23,일반,3619,2526
2023-01-23,어린이,123,82
2023-01-23,중고생,0,1
2023-01-23,청소년,107,76
2023-01-23,우대권,636,304
2023-01-23,직원,66,7
2023-01-23,영어 일반,6,6
2023-01-23,중국어 일반,4,2
2023-01-23,중국어 어린이,1,1
2023-01-24,일반,3427,2546
2023-01-24,어린이,12,14
2023-01-24,중고생,1,1
2023-01-24,청소년,126,70
2023-01-24,우대권,470,251
2023-01-24,직원,80,11
2023-01-24,영어 일반,4,0
2023-01-24,중국어 일반,2,3
2023-01-24,영어 어린이,1,0
2023-01-24,중국어 어린이,1,1
2023-01-25,일반,9793,5515
2023-01-25,어린이,39,16
2023-01-25,중고생,2,1
2023-01-25,청소년,154,101
2023-01-25,우대권,1082,565
2023-01-25,직원,136,14
2023-01-25,영어 일반,0,3
2023-01-25,영어 어린이,1,2
2023-01-26,일반,11576,6357
2023-01-26,어린이,68,38
2023-01-26,중고생,1,1
2023-01-26,청소년,202,117
2023-01-26,우대권,1346,766
2023-01-26,직원,161,20
2023-01-26,영어 일반,4,3
2023-01-26,중국어 일반,7,4
2023-01-26,영어 어린이,1,2
2023-01-26,중국어 어린이,4,4
2023-01-27,일반,11890,6493
2023-01-27,어린이,51,33
2023-01-27,중고생,2,2
2023-01-27,청소년,272,153
2023-01-27,우대권,1425,809
2023-01-27,직원,132,11
2023-01-27,영어 일반,7,5
2023-01-27,중국어 일반,6,4
2023-01-27,영어 어린이,3,1
2023-01-27,중국어 어린이,3,3
2023-01-28,일반,7881,4630
2023-01-28,어린이,151,84
2023-01-28,중고생,2,1
2023-01-28,청소년,223,148
2023-01-28,우대권,1041,561
2023-01-28,직원,89,12
2023-01-28,영어 일반,2,0
2023-01-28,중국어 일반,2,3
2023-01-28,중국어 어린이,1,2
2023-01-29,일반,5776,3214
2023-01-29,어린이,90,53
2023-01-29,중고생,1,1
2023-01-29,청소년,237,142
2023-01-29,우대권,898,464
2023-01-29,직원,88,22
2023-01-29,영어 일반,3,2
2023-01-29,중국어 일반,2,2
2023-01-29,영어 어린이,2,2
2023-01-29,중국어 어린이,3,3
2023-01-30,일반,11131,6050
2023-01-30,어린이,50,18
2023-01-30,중고생,2,1
2023-01-30,청소년,284,205
2023-01-30,우대권,1513,812
2023-01-30,직원,163,20
2023-01-30,영어 일반,1,0
2023-01-30,중국어 일반,11,6
2023-01-30,영어 어린이,0,1
2023-01-30,중국어 어린이,4,1
2023-01-31,일반,11264,6216
2023-01-31,어린이,66,39
2023-01-31,중고생,3,2
2023-01-31,청소년,259,183
2023-01-31,우대권,1534,824
2023-01-31,직원,104,14
2023-01-31,영어 일반,0,0
2023-01-31,중국어 일반,1,0
2023-01-31,중국어 어린이,1,1
2023-02-01,일반,11475,6238
2023-02-01,어린이,51,40
2023-02-01,중고생,1,1
2023-02-01,청소년,328,208
2023-02-01,우대권,1638,880
2023-02-01,직원,160,16
2023-02-01,영어 일반,0,1
2023-02-01,중국어 일반,3,0
2023-02-01,중국어 어린이,3,2
2023-02-02,일반,12096,6499
2023-02-02,어린이,68,37
2023-02-02,중고생,2,2
2023-02-02,청소년,261,154
2023-02-02,우대권,1619,874
2023-02-02,직원,139,18
2023-02-02,영어 일반,4,4
2023-02-02,중국어 일반,1,0
2023-02-03,일반,12133,6804
2023-02-03,어린이,55,46
2023-02-03,중고생,2,1
2023-02-03,청소년,251,128
2023-02-03,우대권,1499,767
2023-02-03,직원,175,21
2023-02-03,영어 일반,1,0
2023-02-03,중국어 일반,0,1
2023-02-04,일반,7611,4206
2023-02-04,어린이,161,115
2023-02-04,중고생,1,1
2023-02-04,청소년,254,125
2023-02-04,우대권,1104,590
2023-02-04,직원,98,16
2023-02-04,영어 일반,0,2
2023-02-04,중국어 일반,1,0
2023-02-05,일반,6153,3425
2023-02-05,어린이,145,74
2023-02-05,중고생,1,1
2023-02-05,청소년,206,126
2023-02-05,우대권,963,505
2023-02-05,직원,93,14
2023-02-05,영어 일반,3,1
2023-02-05,중국어 일반,2,0
2023-02-05,영어 어린이,2,3
2023-02-06,일반,10969,5923
2023-02-06,어린이,56,14
2023-02-06,청소년,235,166
2023-02-06,우대권,1537,822
2023-02-06,직원,141,21
2023-02-06,영어 일반,2,0
2023-02-07,일반,11235,6258
2023-02-07,어린이,71,37
2023-02-07,중고생,2,2
2023-02-07,청소년,278,182
2023-02-07,우대권,1585,800
2023-02-07,직원,160,20
2023-02-07,영어 일반,8,3
2023-02-07,영어 어린이,1,1
2023-02-07,중국어 어린이,1,1
2023-02-08,일반,11493,6188
2023-02-08,어린이,67,37
2023-02-08,중고생,3,2
2023-02-08,청소년,236,145
2023-02-08,우대권,1554,860
2023-02-08,직원,157,20
2023-02-08,중국어 일반,1,0
2023-02-09,일반,11398,6126
2023-02-09,어린이,83,56
2023-02-09,중고생,2,2
2023-02-09,청소년,244,156
2023-02-09,우대권,1680,858
2023-02-09,직원,136,28
2023-02-09,영어 일반,2,1
2023-02-09,일어 일반,2,2
2023-02-09,중국어 일반,0,0
2023-02-09,일어 어린이,1,1
2023-02-10,일반,12571,6843
2023-02-10,어린이,96,79
2023-02-10,중고생,3,2
2023-02-10,청소년,320,194
2023-02-10,우대권,1571,915
2023-02-10,직원,127,15
2023-02-10,영어 일반,4,4
2023-02-10,중국어 일반,0,0
2023-02-10,영어 어린이,2,1
2023-02-11,일반,8176,4441
2023-02-11,어린이,220,85
2023-02-11,청소년,285,155
2023-02-11,우대권,1246,598
2023-02-11,직원,92,13
2023-02-11,영어 일반,2,0
2023-02-11,일어 일반,12,17
2023-02-11,중국어 일반,1,1
2023-02-12,일반,6201,3593
2023-02-12,어린이,130,83
2023-02-12,중고생,1,1
2023-02-12,청소년,223,141
2023-02-12,우대권,1028,519
2023-02-12,직원,85,15
2023-02-12,중국어 일반,1,3
2023-02-12,영어 어린이,0,1
2023-02-12,중국어 어린이,3,0
2023-02-13,일반,11309,6025
2023-02-13,어린이,72,38
2023-02-13,중고생,1,1
2023-02-13,청소년,267,141
2023-02-13,우대권,1581,856
2023-02-13,직원,135,19
2023-02-13,영어 일반,0,0
2023-02-13,영어 어린이,0,0
2023-02-14,일반,11979,6457
2023-02-14,어린이,136,96
2023-02-14,중고생,2,1
2023-02-14,청소년,283,190
2023-02-14,우대권,1559,866
2023-02-14,직원,153,23
2023-02-14,영어 일반,9,6
2023-02-14,중국어 일반,6,0
2023-02-15,일반,11785,6328
2023-02-15,어린이,119,83
2023-02-15,중고생,1,1
2023-02-15,청소년,310,210
2023-02-15,우대권,1578,868
2023-02-15,직원,133,18
2023-02-15,영어 일반,7,0
2023-02-15,일어 일반,0,1
2023-02-15,중국어 일반,3,2
2023-02-16,일반,12148,6526
2023-02-16,어린이,128,74
2023-02-16,중고생,3,2
2023-02-16,청소년,319,172
2023-02-16,우대권,1564,857
2023-02-16,직원,129,20
2023-02-16,영어 일반,10,2
2023-02-16,중국어 일반,3,2
2023-02-17,일반,13749,8068
2023-02-17,어린이,151,98
2023-02-17,중고생,4,5
2023-02-17,청소년,330,201
2023-02-17,우대권,1638,919
2023-02-17,직원,163,22
2023-02-17,영어 일반,2,1
2023-02-17,중국어 일반,0,1
2023-02-18,일반,8967,5173
2023-02-18,어린이,230,142
2023-02-18,중고생,1,1
2023-02-18,청소년,461,257
2023-02-18,우대권,1261,642
2023-02-18,직원,74,19
2023-02-18,영어 일반,2,1
2023-02-19,일반,6188,3666
2023-02-19,어린이,112,62
2023-02-19,중고생,1,1
2023-02-19,청소년,337,216
2023-02-19,우대권,930,481
2023-02-19,직원,97,10
2023-02-19,영어 일반,6,3
2023-02-19,중국어 일반,1,2
2023-02-20,일반,11537,6288
2023-02-20,어린이,96,66
2023-02-20,중고생,3,1
2023-02-20,청소년,466,308
2023-02-20,우대권,1483,790
2023-02-20,직원,137,24
2023-02-20,영어 일반,4,4
2023-02-20,중국어 일반,1,0
2023-02-21,일반,12295,6873
2023-02-21,어린이,86,49
2023-02-21,중고생,3,4
2023-02-21,청소년,638,479
2023-02-21,우대권,1504,813
2023-02-21,직원,168,19
2023-02-21,영어 일반,0,1
2023-02-21,일어 일반,0,0
2023-02-21,중국어 일반,0,0
2023-02-21,영어 어린이,0,2
2023-02-22,일반,12690,7330
2023-02-22,어린이,150,68
2023-02-22,중고생,2,2
2023-02-22,청소년,351,242
2023-02-22,우대권,1624,865
2023-02-22,직원,146,27
2023-02-22,영어 일반,0,1
2023-02-22,일어 일반,1,0
2023-02-22,중국어 일반,3,0
2023-02-22,영어 어린이,0,1
2023-02-23,일반,12043,6399
2023-02-23,어린이,150,82
2023-02-23,중고생,2,3
2023-02-23,청소년,386,210
2023-02-23,우대권,1569,860
2023-02-23,직원,147,25
2023-02-23,영어 일반,8,7
2023-02-23,일어 일반,2,1
2023-02-23,중국어 일반,1,1
2023-02-23,영어 어린이,4,3
2023-02-24,일반,12844,7160
2023-02-24,어린이,150,109
2023-02-24,중고생,6,5
2023-02-24,청소년,687,435
2023-02-24,우대권,1626,903
2023-02-24,직원,114,12
2023-02-24,일어 일반,1,0
2023-02-24,중국어 일반,4,0
2023-02-25,일반,9343,5173
2023-02-25,어린이,280,190
2023-02-25,중고생,2,0
2023-02-25,청소년,407,223
2023-02-25,우대권,1261,695
2023-02-25,직원,79,18
2023-02-25,영어 일반,0,2
2023-02-25,중국어 일반,2,0
2023-02-26,일반,6707,3787
2023-02-26,어린이,194,107
2023-02-26,중고생,2,1
2023-02-26,청소년,340,181
2023-02-26,우대권,1000,508
2023-02-26,직원,92,12
2023-02-26,영어 일반,4,3
2023-02-26,일어 일반,1,1
2023-02-26,중국어 일반,4,4
2023-02-26,영어 어린이,0,2
2023-02-27,일반,11781,6463
2023-02-27,어린이,129,74
2023-02-27,중고생,4,5
2023-02-27,청소년,417,288
2023-02-27,우대권,1593,812
2023-02-27,직원,130,18
2023-02-27,영어 일반,3,1
2023-02-27,일어 일반,1,0
2023-02-27,중국어 일반,2,3
2023-02-28,일반,12605,6952
2023-02-28,어린이,149,91
2023-02-28,중고생,6,4
2023-02-28,청소년,385,254
2023-02-28,우대권,1557,863
2023-02-28,직원,129,19
2023-02-28,영어 일반,5,5
2023-02-28,중국어 일반,7,1
2023-03-01,일반,7143,4058
2023-03-01,어린이,234,125
2023-03-01,중고생,2,2
2023-03-01,청소년,273,187
2023-03-01,우대권,1089,568
2023-03-01,직원,91,15
2023-03-01,영어 일반,1,1
2023-03-01,중국어 일반,4,1
2023-03-01,영어 어린이,0,2
2023-03-01,중국어 어린이,0,0
2023-03-02,일반,18023,11286
2023-03-02,어린이,49,15
2023-03-02,중고생,9,8
2023-03-02,청소년,975,672
2023-03-02,우대권,1575,831
2023-03-02,직원,147,25
2023-03-02,영어 일반,5,5
2023-03-02,일어 일반,1,0
2023-03-02,중국어 일반,2,1
2023-03-02,영어 어린이,0,2
2023-03-03,일반,15566,9371
2023-03-03,어린이,39,15
2023-03-03,중고생,14,8
2023-03-03,청소년,707,597
2023-03-03,우대권,1705,917
2023-03-03,직원,144,24
2023-03-03,영어 일반,2,2
2023-03-03,중국어 일반,1,1
2023-03-03,영어 어린이,4,0
2023-03-04,일반,9452,5377
2023-03-04,어린이,215,116
2023-03-04,중고생,2,0
2023-03-04,청소년,282,156
2023-03-04,우대권,1278,690
2023-03-04,직원,101,24
2023-03-04,영어 일반,2,0
2023-03-04,일어 일반,1,0
2023-03-04,중국어 일반,2,2
2023-03-04,영어 어린이,1,1
2023-03-05,일반,7243,4134
2023-03-05,어린이,152,98
2023-03-05,중고생,2,3
2023-03-05,청소년,482,182
2023-03-05,우대권,1035,547
2023-03-05,직원,87,14
2023-03-05,중국어 일반,1,1
2023-03-05,중국어 어린이,1,0
2023-03-06,일반,17874,11221
2023-03-06,어린이,22,10
2023-03-06,중고생,8,7
2023-03-06,청소년,909,653
2023-03-06,우대권,1658,871
2023-03-06,직원,144,17
2023-03-06,영어 일반,10,7
2023-03-06,중국어 일반,0,0
2023-03-07,일반,18201,11566
2023-03-07,어린이,24,3
2023-03-07,중고생,12,9
2023-03-07,청소년,965,711
2023-03-07,우대권,1683,921
2023-03-07,직원,147,26
2023-03-07,영어 일반,9,9
2023-03-07,일어 일반,1,0
2023-03-07,중국어 일반,1,2
2023-03-07,영어 어린이,2,3
2023-03-08,일반,18238,11653
2023-03-08,어린이,37,13
2023-03-08,중고생,9,9
2023-03-08,청소년,910,660
2023-03-08,우대권,1683,850
2023-03-08,직원,137,29
2023-03-08,영어 일반,9,0
2023-03-08,일어 일반,2,0
2023-03-08,중국어 일반,4,2
2023-03-09,일반,18560,11490
2023-03-09,어린이,31,3
2023-03-09,중고생,11,6
2023-03-09,청소년,1008,682
2023-03-09,우대권,1722,916
2023-03-09,직원,143,25
2023-03-09,영어 일반,5,3
2023-03-09,중국어 일반,3,0
2023-03-10,일반,16034,9547
2023-03-10,어린이,48,19
2023-03-10,중고생,5,6
2023-03-10,청소년,622,554
2023-03-10,우대권,1720,913
2023-03-10,직원,162,20
2023-03-10,영어 일반,2,3
2023-03-10,중국어 일반,4,4
2023-03-10,영어 어린이,1,1
2023-03-10,중국어 어린이,1,0
2023-03-11,일반,10941,6413
2023-03-11,어린이,364,175
2023-03-11,중고생,1,1
2023-03-11,청소년,460,260
2023-03-11,우대권,1516,844
2023-03-11,직원,95,15
2023-03-11,영어 일반,5,2
2023-03-11,중국어 일반,10,6
2023-03-11,중국어 어린이,1,0
2023-03-12,일반,6328,3434
2023-03-12,어린이,53,22
2023-03-12,중고생,8,1
2023-03-12,청소년,454,137
2023-03-12,우대권,760,403
2023-03-12,직원,75,6
2023-03-12,영어 일반,4,0
2023-03-12,일어 일반,3,2
2023-03-12,중국어 일반,2,0
2023-03-13,일반,17863,11224
2023-03-13,어린이,39,14
2023-03-13,중고생,9,6
2023-03-13,청소년,874,629
2023-03-13,우대권,1617,859
2023-03-13,직원,158,28
2023-03-13,영어 일반,7,5
2023-03-13,일어 일반,3,0
2023-03-13,중국어 일반,1,0
2023-03-13,영어 어린이,2,0
2023-03-14,일반,18513,11607
2023-03-14,어린이,49,9
2023-03-14,중고생,9,9
2023-03-14,청소년,918,648
2023-03-14,우대권,1666,925
2023-03-14,직원,142,17
2023-03-14,영어 일반,14,10
2023-03-14,영어 어린이,6,9
2023-03-15,일반,18216,11469
2023-03-15,어린이,43,26
2023-03-15,중고생,10,10
2023-03-15,청소년,880,628
2023-03-15,우대권,1657,903
2023-03-15,직원,142,22
2023-03-15,영어 일반,7,8
2023-03-15,중국어 일반,3,2
2023-03-15,영어 어린이,1,1
2023-03-16,일반,19375,12099
2023-03-16,어린이,33,7
2023-03-16,중고생,12,9
2023-03-16,청소년,903,659
2023-03-16,우대권,1964,1090
2023-03-16,직원,158,20
2023-03-16,영어 일반,9,7
2023-03-17,일반,17025,9982
2023-03-17,어린이,44,25
2023-03-17,중고생,8,7
2023-03-17,청소년,756,491
2023-03-17,우대권,1845,1010
2023-03-17,직원,147,29
2023-03-17,영어 일반,1,0
2023-03-17,일어 일반,1,0
2023-03-17,중국어 일반,10,7
2023-03-18,일반,10918,6139
2023-03-18,어린이,347,169
2023-03-18,중고생,0,0
2023-03-18,청소년,412,223
2023-03-18,우대권,1495,844
2023-03-18,직원,91,23
2023-03-18,영어 일반,1,0
2023-03-18,중국어 일반,4,2
2023-03-19,일반,9283,5571
2023-03-19,어린이,308,135
2023-03-19,중고생,2,3
2023-03-19,청소년,378,204
2023-03-19,우대권,1168,605
2023-03-19,직원,90,20
2023-03-19,영어 일반,7,5
2023-03-19,중국어 일반,3,2
2023-03-19,영어 어린이,1,0
2023-03-19,중국어 어린이,1,1
2023-03-20,일반,17632,11095
2023-03-20,어린이,23,6
2023-03-20,중고생,7,6
2023-03-20,청소년,848,582
2023-03-20,우대권,1667,890
2023-03-20,직원,149,20
2023-03-20,영어 일반,3,3
2023-03-20,중국어 일반,4,0
2023-03-20,영어 어린이,0,1
2023-03-21,일반,18480,11570
2023-03-21,어린이,47,11
2023-03-21,중고생,9,6
2023-03-21,청소년,861,629
2023-03-21,우대권,1726,916
2023-03-21,직원,178,33
2023-03-21,영어 일반,7,5
2023-03-21,중국어 일반,0,2
2023-03-21,영어 어린이,2,2
2023-03-22,일반,18468,11528
2023-03-22,어린이,34,8
2023-03-22,중고생,8,5
2023-03-22,청소년,826,592
2023-03-22,우대권,1811,938
2023-03-22,직원,130,28
2023-03-22,영어 일반,3,1
2023-03-22,중국어 일반,1,0
2023-03-23,일반,18714,11660
2023-03-23,어린이,42,18
2023-03-23,중고생,7,5
2023-03-23,청소년,924,613
2023-03-23,우대권,1762,901
2023-03-23,직원,151,28
2023-03-23,영어 일반,5,4
2023-03-23,일어 일반,0,1
2023-03-23,중국어 일반,2,0
2023-03-24,일반,16685,9823
2023-03-24,어린이,39,20
2023-03-24,중고생,11,5
2023-03-24,청소년,823,555
2023-03-24,우대권,1790,968
2023-03-24,직원,135,18
2023-03-24,영어 일반,2,3
2023-03-24,일어 일반,1,0
2023-03-24,중국어 일반,2,1
2023-03-24,영어 어린이,2,2
2023-03-25,일반,11494,6192
2023-03-25,어린이,484,259
2023-03-25,중고생,2,2
2023-03-25,청소년,497,216
2023-03-25,우대권,1470,757
2023-03-25,직원,81,15
2023-03-25,영어 일반,1,2
2023-03-25,일어 일반,1,0
2023-03-25,중국어 일반,2,1
2023-03-25,중국어 어린이,1,0
2023-03-26,일반,9174,5480
2023-03-26,어린이,391,193
2023-03-26,중고생,1,1
2023-03-26,청소년,368,238
2023-03-26,우대권,1346,662
2023-03-26,직원,87,26
2023-03-26,영어 일반,2,0
2023-03-26,중국어 일반,1,0
2023-03-27,일반,17821,11176
2023-03-27,어린이,35,14
2023-03-27,중고생,10,6
2023-03-27,청소년,779,543
2023-03-27,우대권,1756,927
2023-03-27,직원,163,22
2023-03-27,영어 일반,2,2
2023-03-27,중국어 일반,1,1
2023-03-28,일반,18642,11737
2023-03-28,어린이,36,24
2023-03-28,중고생,11,6
2023-03-28,청소년,827,601
2023-03-28,우대권,1968,1020
2023-03-28,직원,123,21
2023-03-28,영어 일반,8,3
2023-03-28,일어 일반,2,1
2023-03-28,중국어 일반,9,3
2023-03-28,영어 어린이,3,0
2023-03-28,일어 어린이,2,1
2023-03-28,중국어 어린이,0,1
2023-03-29,일반,18780,12024
2023-03-29,어린이,53,13
2023-03-29,중고생,7,8
2023-03-29,청소년,874,627
2023-03-29,우대권,2005,1051
2023-03-29,직원,133,29
2023-03-29,영어 일반,16,8
2023-03-29,일어 일반,2,2
2023-03-29,중국어 일반,2,0
2023-03-29,영어 어린이,1,1
2023-03-30,일반,19259,11890
2023-03-30,어린이,67,30
2023-03-30,중고생,8,7
2023-03-30,청소년,940,665
2023-03-30,우대권,2110,1106
2023-03-30,직원,123,24
2023-03-30,영어 일반,10,8
2023-03-30,중국어 일반,3,1
2023-03-30,영어 어린이,2,2
2023-03-31,일반,17968,10432
2023-03-31,어린이,90,44
2023-03-31,중고생,6,4
2023-03-31,청소년,964,677
2023-03-31,우대권,2186,1134
2023-03-31,직원,136,21
2023-03-31,영어 일반,12,4
2023-03-31,중국어 일반,4,1
2023-03-31,영어 어린이,0,1
2023-03-31,중국어 어린이,2,0
2023-04-01,일반,16454,9978
2023-04-01,어린이,946,497
2023-04-01,중고생,5,4
2023-04-01,청소년,587,329
2023-04-01,우대권,2012,1018
2023-04-01,직원,109,29
2023-04-01,영어 일반,6,1
2023-04-01,중국어 일반,8,4
2023-04-01,영어 어린이,1,0
2023-04-01,중국어 어린이,3,0
2023-04-02,일반,12909,7604
2023-04-02,어린이,859,464
2023-04-02,중고생,5,5
2023-04-02,청소년,572,313
2023-04-02,우대권,1814,908
2023-04-02,직원,93,17
2023-04-02,영어 일반,6,2
2023-04-02,중국어 일반,9,10
2023-04-02,영어 어린이,1,0
2023-04-02,중국어 어린이,3,3
2023-04-03,일반,18738,11900
2023-04-03,어린이,57,32
2023-04-03,중고생,8,6
2023-04-03,청소년,773,550
2023-04-03,우대권,2116,1069
2023-04-03,직원,141,18
2023-04-03,영어 일반,10,3
2023-04-03,중국어 일반,14,5
2023-04-03,영어 어린이,4,0
2023-04-03,중국어 어린이,4,5
2023-04-04,일반,18398,11699
2023-04-04,어린이,50,23
2023-04-04,중고생,13,8
2023-04-04,청소년,971,634
2023-04-04,우대권,1854,978
2023-04-04,직원,136,23
2023-04-04,영어 일반,7,3
2023-04-04,일어 일반,4,0
2023-04-04,중국어 일반,4,6
2023-04-04,영어 어린이,2,1
2023-04-04,중국어 어린이,3,4
2023-04-05,일반,17557,11216
2023-04-05,어린이,31,7
2023-04-05,중고생,10,7
2023-04-05,청소년,752,578
2023-04-05,우대권,1430,772
2023-04-05,직원,144,36
2023-04-05,영어 일반,8,6
2023-04-05,일어 일반,1,1
2023-04-05,중국어 일반,6,1
2023-04-06,일반,18515,11531
2023-04-06,어린이,32,19
2023-04-06,중고생,9,7
2023-04-06,청소년,836,635
2023-04-06,우대권,1614,894
2023-04-06,직원,153,24
2023-04-06,영어 일반,13,6
2023-04-06,일어 일반,1,0
2023-04-06,중국어 일반,1,3
2023-04-06,영어 어린이,10,5
2023-04-06,중국어 어린이,0,1
2023-04-07,일반,16761,9869
2023-04-07,어린이,107,58
2023-04-07,중고생,9,6
2023-04-07,청소년,1018,707
2023-04-07,우대권,1918,1005
2023-04-07,직원,136,39
2023-04-07,영어 일반,11,3
2023-04-07,일어 일반,1,1
2023-04-07,중국어 일반,4,1
2023-04-07,영어 어린이,3,1
2023-04-07,중국어 어린이,1,2
2023-04-08,일반,12350,7498
2023-04-08,어린이,434,249
2023-04-08,중고생,2,1
2023-04-08,청소년,453,248
2023-04-08,우대권,1597,822
2023-04-08,직원,90,16
2023-04-08,영어 일반,16,13
2023-04-08,일어 일반,3,3
2023-04-08,중국어 일반,6,8
2023-04-08,영어 어린이,3,1
2023-04-08,중국어 어린이,2,3
2023-04-09,일반,9067,5369
2023-04-09,어린이,406,217
2023-04-09,중고생,5,2
2023-04-09,청소년,358,215
